tripleStore,ver,min,mean,max,stddev,count,sum
GraphDB,27,0.0,0.7692307692307693,3.0,0.8320502943378436,13,10.0
GraphDB,28,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,29,0.0,0.6153846153846154,3.0,0.8697184926229041,13,8.0
GraphDB,30,0.0,0.6153846153846154,3.0,0.869718492622904,13,8.0
GraphDB,31,0.0,0.6923076923076922,3.0,0.8548504142651104,13,9.0
GraphDB,32,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,33,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,34,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,35,0.0,0.5384615384615385,2.0,0.6602252917735247,13,7.0
GraphDB,36,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,37,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,38,0.0,0.5384615384615385,3.0,0.8770580193070292,13,7.0
GraphDB,39,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,40,0.0,0.5384615384615384,2.0,0.6602252917735248,13,7.0
GraphDB,41,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,42,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,43,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,44,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,45,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,46,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,47,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,48,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,49,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,50,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,51,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,52,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,53,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,54,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,55,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,56,0.0,0.6923076923076923,2.0,0.7510676161988107,13,9.0
GraphDB,57,0.0,0.7692307692307693,2.0,0.599144689515278,13,10.0
GraphDB,58,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,59,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,60,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,61,0.0,0.8461538461538461,3.0,0.8006407690254358,13,11.0
GraphDB,62,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,63,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,64,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,65,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,66,0.0,0.3076923076923077,2.0,0.630425171956115,13,4.0
GraphDB,67,0.0,0.6923076923076923,2.0,0.7510676161988107,13,9.0
GraphDB,68,0.0,0.7692307692307693,2.0,0.7250110520819844,13,10.0
GraphDB,69,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,70,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,71,0.0,0.6923076923076923,1.0,0.48038446141526137,13,9.0
GraphDB,72,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,73,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,74,0.0,0.8461538461538461,2.0,0.554700196225229,13,11.0
GraphDB,75,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,76,0.0,0.3076923076923077,2.0,0.630425171956115,13,4.0
GraphDB,77,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,78,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,79,0.0,0.23076923076923073,1.0,0.43852900965351466,13,3.0
GraphDB,80,0.0,0.5384615384615385,2.0,0.6602252917735247,13,7.0
GraphDB,81,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,82,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,83,0.0,0.4615384615384615,1.0,0.5188745216627708,13,6.0
GraphDB,84,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,85,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,86,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,87,0.0,0.30769230769230765,2.0,0.630425171956115,13,4.0
GraphDB,88,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,89,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,90,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,91,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,92,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,93,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,94,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,95,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,96,0.0,0.846153846153846,2.0,0.5547001962252291,13,11.0
GraphDB,97,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,98,0.0,0.5384615384615385,2.0,0.6602252917735247,13,7.0
GraphDB,99,0.0,0.7692307692307693,3.0,0.8320502943378436,13,10.0
GraphDB,100,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,101,0.0,0.5384615384615385,2.0,0.6602252917735247,13,7.0
GraphDB,102,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,103,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,104,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,105,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,106,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,107,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,108,0.0,0.6923076923076923,1.0,0.48038446141526137,13,9.0
GraphDB,109,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,110,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,111,0.0,0.30769230769230765,2.0,0.6304251719561151,13,4.0
GraphDB,112,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,113,0.0,0.5384615384615384,2.0,0.6602252917735248,13,7.0
GraphDB,114,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,115,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,116,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,117,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,118,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,119,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,120,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,121,0.0,0.6153846153846154,3.0,0.869718492622904,13,8.0
GraphDB,122,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,123,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,124,0.0,0.8461538461538461,2.0,0.554700196225229,13,11.0
GraphDB,125,0.0,0.8461538461538461,4.0,1.0681880176381127,13,11.0
GraphDB,126,0.0,0.46153846153846145,3.0,0.8770580193070292,13,6.0
GraphDB,127,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,128,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,129,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,130,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,131,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,132,0.0,0.5384615384615385,2.0,0.6602252917735247,13,7.0
GraphDB,133,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,134,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,135,0.0,0.7692307692307693,2.0,0.599144689515278,13,10.0
GraphDB,136,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,137,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,138,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,139,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,140,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,141,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,142,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,143,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,144,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,145,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,146,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,147,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,148,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,149,0.0,0.5384615384615385,1.0,0.5188745216627708,13,7.0
GraphDB,150,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,151,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,152,0.0,0.30769230769230765,1.0,0.48038446141526137,13,4.0
GraphDB,153,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,154,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,155,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,156,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,157,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,158,0.0,0.5384615384615384,2.0,0.6602252917735248,13,7.0
GraphDB,159,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,160,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,161,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,162,0.0,0.6923076923076923,1.0,0.48038446141526137,13,9.0
GraphDB,163,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,164,0.0,0.8461538461538461,2.0,0.554700196225229,13,11.0
GraphDB,165,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,166,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,167,0.0,0.7692307692307693,1.0,0.4385290096535146,13,10.0
GraphDB,168,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,169,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,170,0.0,0.6153846153846154,1.0,0.5063696835418334,13,8.0
GraphDB,171,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,172,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,173,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,174,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,175,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,176,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,177,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,178,0.0,0.9230769230769231,1.0,0.2773500981126146,13,12.0
GraphDB,179,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,180,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,181,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,182,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,183,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,184,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,185,0.0,0.5384615384615385,1.0,0.5188745216627708,13,7.0
GraphDB,186,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,187,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,188,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,189,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,190,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,191,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,192,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,193,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,194,0.0,0.6153846153846154,3.0,0.8697184926229041,13,8.0
GraphDB,195,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,196,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,197,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,198,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,199,0.0,0.6153846153846154,1.0,0.5063696835418334,13,8.0
GraphDB,200,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,201,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,202,0.0,0.5384615384615384,2.0,0.6602252917735248,13,7.0
GraphDB,203,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,204,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,205,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,206,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,207,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,208,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,209,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,210,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,211,0.0,0.5384615384615385,2.0,0.6602252917735247,13,7.0
GraphDB,212,0.0,2.3076923076923084,25.0,6.835990727814753,13,30.0
GraphDB,213,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,214,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,215,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,216,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,217,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,218,0.0,0.5384615384615385,1.0,0.5188745216627708,13,7.0
GraphDB,219,0.0,1.4615384615384615,17.0,4.683577418586932,13,19.0
GraphDB,220,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,221,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,222,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,223,0.0,0.7692307692307693,2.0,0.599144689515278,13,10.0
GraphDB,224,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,225,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,226,0.0,0.8461538461538461,2.0,0.554700196225229,13,11.0
GraphDB,227,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,228,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,229,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,230,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,231,0.0,0.38461538461538464,1.0,0.5063696835418333,13,5.0
GraphDB,232,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,233,0.0,0.5384615384615385,2.0,0.6602252917735247,13,7.0
GraphDB,234,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,235,0.0,0.6923076923076923,1.0,0.48038446141526137,13,9.0
GraphDB,236,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,237,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,238,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,239,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,240,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,241,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,242,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,243,0.0,0.6923076923076923,1.0,0.48038446141526137,13,9.0
GraphDB,244,0.0,2.0,18.0,4.83045891539648,13,26.0
GraphDB,245,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,246,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,247,0.0,0.6153846153846154,1.0,0.5063696835418334,13,8.0
GraphDB,248,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,249,0.0,0.5384615384615384,2.0,0.6602252917735248,13,7.0
GraphDB,250,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,251,0.0,0.8461538461538461,2.0,0.5547001962252291,13,11.0
GraphDB,252,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,253,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,254,0.0,0.6923076923076922,3.0,0.8548504142651104,13,9.0
GraphDB,255,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,256,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,257,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,258,0.0,0.5384615384615384,2.0,0.6602252917735248,13,7.0
GraphDB,259,0.0,0.6153846153846154,2.0,0.7679476477883045,13,8.0
GraphDB,260,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,261,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,262,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,263,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,264,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,265,0.0,0.923076923076923,5.0,1.3821202589704018,13,12.0
GraphDB,266,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,267,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,268,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,269,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,270,0.0,0.7692307692307693,1.0,0.4385290096535146,13,10.0
GraphDB,271,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,272,0.0,0.6923076923076923,1.0,0.48038446141526137,13,9.0
GraphDB,273,0.0,0.23076923076923073,1.0,0.43852900965351466,13,3.0
GraphDB,274,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,275,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,276,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,277,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,278,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,279,0.0,0.5384615384615385,1.0,0.5188745216627708,13,7.0
GraphDB,280,0.0,0.4615384615384615,1.0,0.5188745216627708,13,6.0
GraphDB,281,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,282,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,283,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,284,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,285,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,286,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,287,0.0,0.5384615384615385,1.0,0.5188745216627708,13,7.0
GraphDB,288,0.0,0.30769230769230765,1.0,0.48038446141526137,13,4.0
GraphDB,289,0.0,0.38461538461538464,1.0,0.5063696835418333,13,5.0
GraphDB,290,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,291,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,292,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,293,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,294,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,295,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,296,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,297,0.0,0.8461538461538461,2.0,0.554700196225229,13,11.0
GraphDB,298,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,299,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,300,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,301,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,302,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,303,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,304,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,305,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,306,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,307,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,308,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,309,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,310,0.0,0.4615384615384615,1.0,0.5188745216627708,13,6.0
GraphDB,311,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,312,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,313,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,314,0.0,0.23076923076923075,1.0,0.43852900965351466,13,3.0
GraphDB,315,0.0,0.4615384615384615,1.0,0.5188745216627709,13,6.0
GraphDB,316,0.0,1.0,6.0,1.632993161855452,13,13.0
GraphDB,317,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,318,0.0,0.6153846153846154,3.0,0.869718492622904,13,8.0
GraphDB,319,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,320,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,321,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,322,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,323,0.0,0.6153846153846154,1.0,0.5063696835418334,13,8.0
GraphDB,324,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,325,0.0,0.6923076923076923,1.0,0.48038446141526137,13,9.0
GraphDB,326,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,327,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,328,0.0,0.7692307692307693,2.0,0.5991446895152781,13,10.0
GraphDB,329,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,330,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,331,0.0,0.6153846153846154,1.0,0.5063696835418333,13,8.0
GraphDB,332,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,333,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,334,0.0,0.6923076923076923,2.0,0.6304251719561152,13,9.0
GraphDB,335,0.0,0.6153846153846154,2.0,0.6504436355879909,13,8.0
GraphDB,336,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,337,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,338,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,339,0.0,0.46153846153846145,2.0,0.6602252917735247,13,6.0
GraphDB,340,0.0,0.5384615384615384,1.0,0.5188745216627708,13,7.0
GraphDB,341,0.0,0.6923076923076923,2.0,0.6304251719561151,13,9.0
GraphDB,342,0.0,0.38461538461538464,1.0,0.5063696835418334,13,5.0
GraphDB,343,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,344,0.0,0.5384615384615385,2.0,0.6602252917735246,13,7.0
GraphDB,345,0.0,0.46153846153846156,1.0,0.5188745216627708,13,6.0
GraphDB,346,0.0,0.4615384615384615,2.0,0.6602252917735248,13,6.0
GraphDB,347,0.0,0.38461538461538464,2.0,0.650443635587991,13,5.0
GraphDB,348,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
GraphDB,349,0.0,0.3076923076923077,1.0,0.48038446141526137,13,4.0
